ID do museu,Dificuldade locomoção,Deficiencia Visual e Auditiva,Pessoa Estrangeira,Grupos_Acessibilidade_Filtro
83852,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Circuito de visitação adaptado, Elevador adaptado, Bebedouro adaptado","Guia multimídia (audioguia com monitor), Maquetes táteis ou mapas em relevo, Piso tátil","Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso, Audioguia","Acesso e mobilidade (Locomoção), Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Recursos de Comunicação (Auditiva e Idiomas)"
83853,Não possui,Não possui,Não possui,
83854,"Corrimão nas escadas e rampas, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Circuito de visitação adaptado","Maquetes táteis ou mapas em relevo, Obras e reproduções táteis, Tradutor de Língua Brasileira de Sinais (LIBRAS)","Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83855,"Corrimão nas escadas e rampas, Cadeira de rodas para uso do visitante, Bebedouro adaptado",Não possui,"Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83856,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Cadeira de rodas para uso do visitante, Elevador adaptado, Bebedouro adaptado",Piso tátil,"Guia, monitor e/ou mediador, Material de divulgação impresso","Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83857,Não possui,Não possui,Não possui,
83858,Não possui,Não possui,Não possui,
83859,Não possui,Não possui,"Guia, monitor e/ou mediador, Material de divulgação impresso",Apoio humano ou equipamentos para assistência
83860,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Banheiros adaptados, Circuito de visitação adaptado",Sinalização tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83861,"Corrimão nas escadas e rampas, Rampa de acesso",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83862,Não possui,Não possui,Não possui,
83863,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados",Sinalização tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83864,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Bebedouro adaptado",Catálogo em Braille,"Sinalização visual, Audioguia","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83865,"Corrimão nas escadas e rampas, Sanitário adaptado, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83866,Não possui,Não possui,Não possui,
83867,Não possui,Não possui,Não possui,
83868,Não possui,Não possui,Material de divulgação impresso,Apoio humano ou equipamentos para assistência
83869,Não possui,Não possui,Não possui,
83870,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Podemos agendar visita guiada com intérprete de LIBRAS Ainda estamos em processo de construção de coleção voltada às pessoas com deficiência visual,Em inglês e espanhol,Acesso e mobilidade (Locomoção)
83871,"Rampa de acesso, Elevador, Banheiros adaptados","Obras e reproduções táteis, Sinalização tátil","Guia, monitor e/ou mediador","Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83872,Não possui,Não possui,Não possui,
83873,Não possui,Não possui,Não possui,
83874,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Banheiros adaptados, Circuito de visitação adaptado, Bebedouro adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83875,"Rampa de acesso, Elevador, Cadeira de rodas para uso do visitante, Banheiros adaptados, Bebedouro adaptado","Sinalização tátil, Texto/Etiquetas em Braille","Guia, monitor e/ou mediador","Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83876,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83878,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83877,Não possui,Não possui,"Guia, monitor e/ou mediador",
83881,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83879,Não possui,Não possui,Não possui,
83886,"Rampa de acesso, Sanitário adaptado, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83880,Não possui,Não possui,Não possui,
83887,Não possui,Não possui,Não possui,
83882,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados",Não possui,Não possui,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83889,"Rampa de acesso, Sanitário adaptado, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83883,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador",Não possui,"Guia, monitor e/ou mediador",Acesso e mobilidade (Locomoção)
83890,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83884,"Elevador, Sanitário adaptado, Banheiros adaptados, Elevador adaptado",Guia multimídia (audioguia com monitor),"Guia, monitor e/ou mediador, Sinalização visual","Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83893,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Circuito de visitação adaptado",Não possui,"Guia, monitor e/ou mediador","Acesso e mobilidade (Locomoção)"
83885,"Corrimão nas escadas e rampas, Rampa de acesso, Banheiros adaptados",Não possui,"Guia, monitor e/ou mediador","Acesso e mobilidade (Locomoção)"
83894,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83888,"Corrimão nas escadas e rampas, Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Elevador adaptado",Não possui,"Guia, monitor e/ou mediador","Acesso e mobilidade (Locomoção)"
83895,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Circuito de visitação adaptado, Bebedouro adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83891,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Cadeira de rodas para uso do visitante, Banheiros adaptados, Elevador adaptado",Não possui,Não possui,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83898,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Cadeira de rodas para uso do visitante, Banheiros adaptados","Maquetes táteis ou mapas em relevo, Obras e reproduções táteis, Sinalização tátil",Não possui,"Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83892,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado, Elevador adaptado","Guia multimídia (audioguia com monitor), Sinalização tátil","Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso, Audioguia","Acesso e mobilidade (Locomoção), Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Recursos de Comunicação (Auditiva e Idiomas)"
83900,Não possui,Não possui,Não possui,
83896,Não possui,Não informado,Não possui,
83897,Não possui,Não possui,Não possui,
83899,Não possui,Não possui,Não possui,
83901,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Bebedouro adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83902,Não possui,Não possui,Não possui,
83903,Rampa de acesso,Não possui,"Guia, monitor e/ou mediador",Acesso e mobilidade (Locomoção)
83904,Não possui,Não possui,Não possui,
83905,Não possui,Não possui,Não possui,
83906,Não possui,Não possui,Não possui,
83907,"Corrimão nas escadas e rampas, Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Circuito de visitação adaptado, Bebedouro adaptado",Não possui,"Guia, monitor e/ou mediador, Sinalização visual","Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83908,Não possui,Não possui,Não possui,
83909,Não possui,Não possui,Não possui,
83910,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Banheiros adaptados, Circuito de visitação adaptado",Não possui,"Guia, monitor e/ou mediador, Sinalização visual","Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83911,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados",Possuímos reproduções de algumas imagens do acervo que foram produzidas para a exposição “diálogos com o tempo” que possuem audiodescrição e também 2 longas metragens com audiodescrição,Sinalização visual,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83912,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Cadeira de rodas para uso do visitante, Banheiros adaptados, Elevador adaptado, Bebedouro adaptado, Telefone público adaptado",Não possui,Não possui,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83914,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83915,Não possui,Não possui,Material de divulgação impresso,Apoio humano ou equipamentos para assistência
83916,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados",Texto/Etiquetas em Braille,Não possui,"Acesso e mobilidade (Locomoção)"
83920,Não possui,Não possui,Não possui,
83917,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Elevador adaptado, Bebedouro adaptado","Obras e reproduções táteis, Sinalização tátil, Texto/Etiquetas em Braille, Tradutor de Língua Brasileira de Sinais (LIBRAS)",Não possui,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83921,Não possui,Não possui,Não possui,
83918,"Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Banheiros adaptados, Elevador adaptado, Bebedouro adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83923,"Corrimão nas escadas e rampas, Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Elevador adaptado","Obras e reproduções táteis, Sinalização tátil, Texto/Etiquetas em Braille",Não possui,"Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83919,"Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos","Sinalização tátil, Texto/Etiquetas em Braille","Guia, monitor e/ou mediador","Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83924,Não possui,Não possui,Não possui,
83922,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Cadeira de rodas para uso do visitante, Banheiros adaptados, Bebedouro adaptado",Não possui,"Guia, monitor e/ou mediador, Material de divulgação impresso, Site em outros idiomas","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83925,Elevador,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83927,Não possui,Não possui,Não possui,
83928,Não possui,Não possui,A pagina (site) do museu possui dispositivos de acessibilidade em libras,
83930,"Corrimão nas escadas e rampas, Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Circuito de visitação adaptado, Bebedouro adaptado",Sinalização tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83929,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Cadeira de rodas para uso do visitante, Elevador adaptado",Não possui,"Guia, monitor e/ou mediador, Sinalização visual","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
